gene_name,H9_WT_B1,H9_WT_B2,H9_KO_UGP2_B1,H9_KO_UGP2_B2,H9_KI_B1,H9_KI_B2,NSC_WT_B1,NSC_WT_B2,NSC_KO_UGP2_B1,NSC_KO_UGP2_B2,NSC_KI_B1,NSC_KI_B2
SMTNL2,106,98,136,92,89,76,16,85,8,123,209,339
ZC3H6,144,240,597,176,251,270,549,1018,376,736,1009,791
LAMTOR4,2076,1962,2130,2208,2910,2407,1405,1628,1316,1883,1791,1792
PRKAR1B,2454,2402,1758,2766,2703,2409,284,372,279,271,254,281
NUTM2B,34,50,43,31,80,106,35,37,37,90,89,26
NCR3LG1,131,106,256,155,108,149,481,641,594,740,374,293
DCUN1D3,659,591,633,642,517,698,786,818,784,425,719,730
POTEE,2,3,5,0,0,6,6,1,9,18,27,10
ZNF793,800,1048,1003,1137,667,802,438,682,655,865,870,738
TUBB4B,15891,15866,14061,16283,17977,15471,12195,17300,16248,21202,11553,9065
AGAP4,417,368,437,407,269,343,162,327,558,741,789,386
PP7080,332,399,344,335,404,337,432,466,439,669,500,508
COMMD6,1231,1202,1247,1329,1618,1208,2191,2110,1381,1640,1837,1898
PLA2G2A,34,31,62,56,42,36,0,1,0,0,0,0
IL17REL,9,6,12,5,2,5,1,6,0,3,7,11
HYKK,105,63,122,91,79,103,170,135,97,107,183,110
OR7A5,0,1,1,0,0,1,0,0,0,0,2,1
C15orf62,16,22,17,7,15,12,14,13,6,22,19,18
RUFY4,7,15,11,14,7,3,0,0,0,0,4,7
ZNF383,272,318,289,288,262,237,345,339,350,435,414,558
HES4,7,8,8,1,1,5,349,226,352,557,503,549
IGFL1,0,0,0,0,0,1,0,1,1,0,2,0
ZNF669,591,608,574,648,536,560,264,295,346,431,321,241
PEAK3,1,2,3,4,0,2,23,27,16,21,15,6
LRRIQ4,0,0,4,2,0,0,2,0,0,0,0,0
CENPP,540,658,716,706,644,672,179,250,304,366,271,92
PLSCR1,1386,1359,1215,1378,1416,1423,1166,1095,956,811,1514,1492
C3orf62,346,305,239,334,256,253,515,534,580,753,672,670
ENO4,23,16,22,16,11,11,66,54,31,111,25,22
ZNF559,835,795,839,1196,1211,887,512,667,734,960,899,633
SBK1,6427,6565,6679,6709,5835,5759,268,478,1518,3945,1746,981
OR6C6,0,0,0,0,0,0,0,0,0,0,0,0
BSPH1,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A3,33,75,38,36,48,58,44,52,70,119,171,190
OR6N2,0,0,0,0,0,0,0,0,0,0,0,0
GTF2F2,2383,2345,2470,2632,2891,2580,1911,1639,1726,1747,1499,1302
CIBAR1,696,653,734,494,766,679,1132,1415,1298,1638,1615,1257
FOCAD,3318,3066,3408,3287,3294,3239,5066,5343,3518,4642,5574,4804
PRR19,187,224,187,231,224,192,51,84,112,135,94,68
ZP3,30,45,37,45,109,36,23,67,46,49,23,56
C10orf99,0,0,0,0,0,0,0,0,0,0,0,1
H3-5,0,0,3,0,0,0,0,0,0,0,0,0
IFNA2,0,0,0,0,0,0,0,0,0,0,0,0
JAKMIP3,131,122,129,152,71,92,16,24,55,105,27,21
PPP3R2,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L3,19,6,7,12,2,12,7,39,51,11,18,14
CLEC2A,0,0,0,0,0,0,1,2,2,1,1,0
GPR21,5,2,2,1,0,7,0,2,0,3,2,1
TCTEX1D4,0,0,0,0,0,0,5,4,1,1,11,2
IGHV1OR15-9,0,0,0,0,0,0,0,0,0,0,0,0
SELL,4,14,0,1,4,5,9,8,25,29,43,15
MAGEB5,0,0,0,0,0,0,0,0,0,0,0,0
CHM,2267,2382,2061,2226,2430,2562,3823,4699,2899,2660,4388,3704
NANOS2,1,2,2,0,0,2,0,1,0,0,0,0
BLOC1S5,798,769,834,683,687,717,792,867,586,758,962,833
DEFB108F,0,0,0,0,0,0,0,0,0,0,1,0
OR4P1P,0,0,0,0,0,0,0,0,0,0,0,0
SRP72P2,0,0,0,0,0,0,0,0,0,0,0,0
CERKL,12,17,26,17,2,9,4,9,10,7,20,40
SLC24A5,0,0,0,0,0,1,0,0,0,4,1,1
IER5L,6,10,12,5,15,13,633,780,1342,1470,773,881
H2AX,5120,6008,4970,6059,6549,5773,1759,2749,2658,5900,3136,2094
INSC,2,0,1,2,1,1,20,22,8,4,80,133
SERPINA5,87,91,124,78,103,93,108,78,176,119,67,71
C19orf54,951,1143,1042,986,1563,1189,485,618,550,1092,793,694
LCTL,282,269,328,223,310,327,894,1048,352,418,890,776
NCCRP1,145,149,224,167,108,97,2,12,3,35,22,13
KRTDAP,12,16,19,20,10,10,0,0,0,0,0,0
C22orf34,9,7,8,9,12,9,6,7,4,6,3,8
CYCSP3,0,0,0,0,0,0,0,0,0,0,0,0
COL25A1,177,203,341,228,138,155,619,970,1562,779,600,364
FAM83G,2441,2471,2193,2369,2301,2564,999,1179,669,192,1005,946
CFAP77,15,20,25,12,9,11,14,23,28,82,46,33
SRSF10,11559,12093,10022,12454,10840,11139,3961,4980,5474,7376,5576,4332
HBA2,6,23,16,13,8,4,0,0,0,0,0,0
DUSP28,91,95,70,170,150,87,192,135,147,154,283,306
CCDC9B,27,63,42,41,23,35,141,228,82,28,122,206
NBR1,2979,2895,2959,2585,2864,3216,5942,6773,3617,3744,6810,6312
OR2G6,0,0,0,0,0,0,0,0,0,0,0,0
RALGAPA2,1770,1884,1946,1909,1419,1666,860,1102,875,1707,1366,1029
NDOR1,1093,1176,1205,1078,1163,1159,372,450,737,937,719,554
FBLL1,102,132,174,133,82,73,63,46,122,104,24,34
NKAIN2,14,9,9,9,3,8,0,3,11,109,12,16
KRTAP1-1,0,0,0,0,0,0,0,0,0,0,0,0
PAQR9,117,121,130,109,111,123,9,6,14,62,11,13
CLEC20A,0,0,2,3,0,0,1,0,3,5,0,0
CFAP54,576,663,578,856,609,648,527,579,550,699,773,556
NPIPP1,437,428,486,412,426,309,159,312,402,676,412,351
CLN3,1095,982,1026,1096,1120,980,781,1008,902,1376,1010,726
FAM72B,926,919,990,787,929,1209,280,492,301,463,497,294
ASAH2,199,249,284,237,215,398,326,111,354,235,442,278
SUMO2,14816,14672,15298,16253,16894,14716,8029,9828,7862,11645,9418,8814
NANOS1,229,225,273,201,307,240,135,246,101,210,217,163
HMX3,0,0,1,0,0,0,0,0,0,0,0,0
IGFL3,9,13,6,9,9,8,0,4,6,4,0,2
GOLGA8M,0,0,0,0,0,0,11,11,11,0,27,9
ZNF177,193,140,189,188,206,127,137,200,211,408,333,263
RTL6,2955,3092,2768,3215,2570,2914,1976,2747,3071,3162,2755,2184
DPYD,31,24,35,23,29,27,523,489,371,331,454,465
S100A16,602,555,656,555,587,538,12339,12056,3840,567,8674,8390
PTAR1,3149,3504,3871,3857,2408,3432,4509,5085,3872,2862,4539,3510
CC2D2B,25,19,18,23,6,17,11,0,10,9,13,6
RNASE9,0,3,1,3,0,2,0,1,0,0,0,0
TSPY7P,0,0,0,0,0,0,0,0,0,0,0,0
SAXO2,55,47,24,53,31,45,13,26,12,39,59,32
LINC00319,1,0,0,0,0,0,5,1,0,0,0,0
OR7E90P,0,0,0,0,0,0,0,0,0,0,0,0
RHCE,8,4,3,6,11,2,29,11,11,35,36,18
C2orf80,37,29,62,32,46,29,0,1,5,7,2,0
IDO2,29,30,20,30,13,20,9,22,40,32,34,30
PARVB,606,633,860,627,689,638,2047,2256,799,336,2441,2425
TEKT4P2,1,1,0,1,0,1,0,1,0,0,0,0
SLC4A5,35,27,57,45,46,50,29,76,58,63,78,69
UROS,1708,1769,1775,1748,2050,1887,1990,2224,1784,1889,1961,2148
OR56A5,0,1,0,0,2,0,0,1,0,0,0,0
CYP51A1-AS1,3,7,8,8,3,3,4,5,1,8,3,4
KRTAP24-1,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC9,2258,2192,2105,2182,2391,2438,4221,4193,5023,3090,2652,2758
ZBED6CL,49,57,28,144,136,18,16,38,14,35,65,0
QRFP,0,0,0,0,0,0,0,0,0,0,0,0
OR13D3P,0,0,0,0,0,0,0,0,0,0,0,0
SMIM15,2209,2351,2213,2229,2359,2393,2494,2344,2657,1865,1816,1630
OSTN,0,0,0,1,0,0,1,23,0,8,6,2
VWC2,20,31,43,16,41,28,3,0,1,10,0,4
FAM221A,624,624,776,535,623,545,175,242,172,392,329,218
TMEM120B,1951,2031,1929,1924,2025,1985,1749,2194,2047,1787,1916,1865
FSIP2,669,735,754,800,597,729,639,997,771,1076,1555,932
RBM34,2400,2419,2196,2883,3102,2492,1390,1675,1477,1296,1277,1317
NOXA1,6,12,20,6,11,17,26,45,2,17,224,194
TBC1D3P2,0,0,0,2,0,0,0,0,3,0,0,4
TMEM198,455,469,374,492,437,359,171,191,276,363,286,203
BCL2L15,24,22,21,15,19,58,8,49,43,64,23,18
FZD9,100,119,148,82,129,109,78,113,105,181,207,157
SPRED3,402,402,405,624,355,369,1532,1626,822,518,1323,1211
OPTC,99,108,89,71,65,65,0,0,1,1,0,0
PLET1,0,0,0,0,0,0,0,0,0,0,0,0
ADRB3,7,1,3,3,4,3,1,1,2,1,1,0
SKOR1,3,7,2,6,6,8,7,5,2,16,21,15
CATSPER4,13,17,17,27,16,9,0,1,1,5,0,0
PRELP,128,129,158,128,144,133,34,38,48,412,70,48
PLA2G2E,0,0,0,0,0,0,0,0,0,0,0,0
ZNF548,364,406,447,524,420,488,539,692,661,615,862,675
MTF1,714,915,1108,1193,613,783,864,974,1142,751,723,856
TMCO2,11,12,5,13,1,12,6,4,7,9,9,6
SHISA6,366,370,416,327,231,318,1,5,120,241,3,0
TMEM201,1686,1763,1523,1559,1488,1501,682,974,1621,1964,1256,1015
NHLRC3,630,744,756,728,801,732,820,1052,606,1138,1934,1418
HMX2,94,96,240,54,60,29,0,1,0,0,0,1
SNTN,0,1,2,2,20,0,0,5,1,5,3,1
ZDHHC11,512,484,404,520,372,398,173,194,352,494,365,268
CALHM6,34,44,43,49,34,35,41,36,41,23,14,23
CNR2,84,88,98,80,83,82,39,42,66,76,75,51
LINC00910,186,176,213,220,121,173,79,122,92,111,190,142
SLX4,900,994,999,791,710,961,665,1015,1103,1076,878,689
DPPA3P2,0,9,3,8,2,1,0,0,0,1,0,0
ENTPD8,7,7,15,11,13,9,21,56,7,14,112,84
RPL14,36502,35782,32429,39076,41363,35304,23446,24331,22413,24049,22675,23367
BEND4,2393,2398,2567,2257,990,1401,0,12,3,12,8,0
RPSAP47,1,0,0,3,1,0,0,0,0,0,0,1
FAM78B,136,160,112,152,139,108,26,37,49,23,19,8
ZNF563,71,71,144,95,33,37,30,15,31,71,21,23
TMC3,13,17,19,15,25,14,30,81,10,22,62,53
RPL10AP2,0,0,0,5,0,0,0,0,3,7,0,16
POTEA,0,0,0,0,0,0,0,0,0,0,0,0
FBF1,484,540,500,495,515,643,245,451,463,852,725,496
KLRG2,579,592,606,587,333,384,2,1,10,1,0,0
ASTL,7,8,6,11,3,3,1,0,0,2,2,0
MSL1,3469,4028,3553,4486,3688,3872,3975,4911,4188,5806,6151,4395
LOC400499,30,37,46,46,46,37,13,12,38,42,52,70
LRRK2,17,9,18,18,14,6,3,1,5,16,16,9
BSX,0,0,0,0,0,1,0,0,0,0,0,0
GJB3,35,43,35,25,48,40,0,0,0,0,4,2
INSYN2A,14,10,10,10,9,14,16,16,78,67,9,10
TRMT2B,806,782,937,731,760,805,699,788,519,622,860,730
HACD4,149,96,116,120,124,135,509,483,203,168,357,415
CFAP126,0,0,0,0,0,1,0,0,1,3,1,0
USP32P1,280,306,304,276,305,238,237,246,243,269,413,298
NYX,7,1,1,0,0,0,0,0,3,0,0,8
FAM120AOS,1648,1737,1625,1863,1991,1841,1061,1393,1104,1452,1614,1197
UTS2B,22,28,11,23,20,17,25,19,26,76,34,13
C9orf152,1,2,0,1,1,0,0,1,0,1,1,5
NOC2L,8983,8691,7953,8912,9822,8918,3921,5015,6212,5174,3766,3315
MSANTD1,14,14,16,20,7,8,9,20,12,23,21,12
AADACL3,8,9,7,3,8,13,0,0,5,0,0,1
NELFB,3491,3626,3572,3361,3890,3517,2499,3262,3025,3248,2917,2714
SLC15A5,0,0,0,0,0,0,1,0,5,0,1,1
LIPI,0,0,1,0,0,0,0,0,0,0,0,0
LRRC66,2,5,6,10,1,8,26,36,31,39,40,25
ZNF292,1753,1796,2562,2458,1334,1759,2474,2921,2550,3327,3779,2857
HUS1B,6,9,9,12,8,10,2,6,7,6,6,1
KCTD21,180,181,134,149,169,158,876,896,761,548,562,655
SBSN,1,0,1,12,2,6,6,1,1,2,3,0
ADAT2,510,589,675,705,592,624,455,450,609,508,749,647
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB16,0,0,0,0,0,1,0,0,0,0,0,0
VHLL,0,0,1,0,0,0,0,0,1,1,0,1
DUSP21,0,0,0,0,0,0,0,0,0,0,0,0
ZNF567,711,577,866,802,779,815,458,467,309,465,480,341
NDUFA4,8923,8682,8283,9046,10180,8696,6058,6156,5122,6538,5047,5289
ANKDD1B,7,10,3,6,6,2,9,11,1,8,22,0
ALKBH2,741,758,694,766,798,707,219,275,406,612,262,250
RNFT1,205,204,245,160,242,271,684,779,681,652,836,812
RNF222,9,11,8,9,15,8,5,10,7,12,7,5
CGB5,0,3,5,2,3,1,0,14,4,8,0,16
RELN,6,16,16,18,2,19,95,56,376,409,97,71
FAM111B,2158,2203,1764,2498,2343,2327,239,535,510,859,852,604
APOD,2,7,1,2,6,3,5,12,2,9,4,0
H1-0,3803,3494,5285,2989,7012,6983,3786,4799,2265,4555,6639,5808
GAGE2B,0,0,0,2,0,0,0,0,0,0,0,0
LITAF,6778,6585,4310,5895,7566,7886,3870,4051,3620,3691,4938,4828
VSTM1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM120A,308,370,425,308,369,375,759,824,708,820,891,855
ARID2,2848,2973,3234,3508,2299,3220,1952,2577,2144,2830,2991,2459
FAM25G,0,0,0,0,0,0,0,0,0,0,0,0
SF3B3,20016,18731,17345,19104,18262,18730,8353,10392,9858,11658,10646,8734
PRSS48,0,2,0,0,0,0,0,0,0,0,0,0
IL1RAPL2,16,21,28,38,5,8,2,1,2,18,9,10
BLOC1S3,178,226,332,253,220,160,329,392,483,391,547,658
SP6,108,81,120,54,100,112,195,228,72,29,195,192
ANKRD34B,80,97,101,108,36,21,2,1,6,23,7,0
PLAC9,55,65,89,82,49,50,12,10,30,48,2,2
FAM47B,0,0,0,0,0,0,0,0,0,0,0,0
NKAPL,2,2,1,0,0,0,0,0,0,2,1,5
UBE2Q2P1,75,54,119,79,41,75,171,266,270,177,336,307
FSCB,0,0,0,0,0,0,0,0,0,0,0,0
CLDN4,619,566,716,534,494,454,802,674,372,97,511,521
ZNF573,99,173,166,117,136,159,77,91,136,67,115,73
GRAPL,2,3,7,1,2,1,3,8,9,3,13,7
FAM47E,109,116,108,94,90,133,49,126,114,214,168,297
JPT1,9973,9705,10012,10740,10352,9323,6843,8716,8967,7023,4646,4072
ZNF527,264,277,248,345,249,364,233,271,248,367,360,310
ZAR1L,7,5,9,5,10,6,0,0,2,2,1,0
KRTAP10-12,0,0,0,0,0,0,0,0,0,0,0,0
S100A13,988,953,1089,932,1524,1164,3817,4288,2428,1667,4757,5311
ZNF33A,2691,2918,2558,3274,2053,2449,1643,1951,1465,2374,2043,1910
OR14I1,0,0,0,0,0,0,0,0,0,0,0,0
KRT77,0,0,0,0,0,0,1,0,0,0,3,1
PCDH18,1479,1551,3523,1982,1818,2607,574,908,4191,6263,778,853
DCAF8L2,0,0,0,0,0,2,1,0,1,3,0,0
ZNF600,188,214,283,171,285,220,290,302,138,159,373,264
BTBD8,81,18,96,42,92,83,197,270,54,167,199,174
LINC00994,1,1,0,0,3,1,8,11,12,1,5,11
MAOA,19,53,20,20,29,18,40,60,69,101,96,71
PAX8-AS1,22,4,14,18,7,7,16,12,7,16,24,16
C15orf61,59,90,84,80,128,125,167,194,195,146,176,149
NUGGC,18,20,23,26,14,33,48,70,118,84,137,104
LINC00943,1,4,0,1,0,1,0,0,0,1,0,0
TSPYL1,4307,4384,4267,4670,4329,4481,4604,6213,3686,3717,5839,5123
SPANXN3,0,0,0,0,0,0,1,0,2,0,0,0
TRIM64B,0,0,0,0,0,1,0,0,0,0,0,0
PNRC2,7345,7172,7750,8265,6675,8491,3132,4378,3895,6401,4189,4461
DRICH1,2,0,4,0,0,0,0,1,0,4,2,3
LINC01164,0,3,0,2,2,1,2,0,3,0,0,2
GJB5,22,13,15,21,13,11,1,1,0,0,0,0
FHIT,36,31,32,32,43,37,113,113,44,59,157,140
ALKAL2,30,39,49,31,36,39,17,6,155,214,16,19
ZKSCAN3,633,592,616,614,547,575,479,613,467,598,549,585
FOXR2,0,0,0,0,0,0,0,0,1,0,0,0
RRP7A,4816,5253,4345,5432,5526,5192,2893,3734,4715,4035,2766,2974
LIN54,765,700,692,648,580,675,730,1037,906,936,846,687
LOC441239,1,1,3,1,0,1,0,0,0,0,3,0
FAM53B,1335,1261,1324,1097,1203,1294,577,946,1104,1639,1231,963
FAM180A,0,0,0,0,0,0,0,1,1,2,0,0
BNIP5,4,3,2,7,4,2,0,0,2,0,0,0
SPANXN4,0,0,0,0,0,0,1,0,0,0,0,0
SLC25A51P4,87,88,100,95,98,86,220,290,324,293,273,217
S100A14,44,41,94,48,26,22,3,3,5,3,11,28
KAZN,616,563,657,554,590,563,740,782,1490,2664,1503,1207
SLC35E2B,5235,5464,5283,4991,4855,5134,4892,7151,5266,8311,9601,8031
RPS2P46,0,0,0,2,0,0,2,0,0,0,3,3
FAM90A27P,0,1,0,5,0,0,0,0,0,1,1,0
TOGARAM2,138,144,170,105,140,124,55,76,89,101,187,91
SPATA31D4,0,0,0,0,0,0,0,0,0,0,0,0
NEMP2,300,310,311,227,328,396,230,324,193,236,413,361
ALG1L,85,64,63,45,113,117,16,25,15,29,24,19
KIAA0408,553,515,372,506,516,519,681,721,1155,699,454,496
GSPT2,2177,2198,2000,2255,2462,2246,1047,1238,1057,1279,1290,1117
TBC1D28,1,1,2,3,1,4,0,5,9,3,5,4
C8orf76,763,734,713,747,910,790,836,861,745,774,730,870
CXCL17,0,0,4,1,4,2,0,0,0,0,1,0
OR7E12P,5,5,1,1,5,6,0,1,0,0,0,0
OTUD6A,9,5,17,12,2,3,1,1,3,1,3,6
HMGB1,42077,41982,40978,46054,45258,41582,15088,24915,23658,29074,20611,16502
MMP23B,25,43,79,23,86,58,168,321,193,314,456,758
SH2D5,1253,1259,1234,1336,934,694,265,206,117,126,152,147
SPATA41,13,10,22,15,4,11,0,1,2,4,0,1
ZFP92,40,41,23,39,26,30,13,8,29,16,12,21
NCR1,1,3,1,3,5,0,0,0,1,1,1,0
RASSF10,100,88,84,108,86,61,8,20,5,2,5,11
GJB4,2,6,5,5,5,3,0,0,0,0,0,0
RNU1-75P,0,0,0,0,0,0,0,0,0,0,0,0
MIR494,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-15P,0,0,0,0,0,0,0,0,0,0,0,0
OR2L13,0,0,0,0,0,0,0,0,0,7,0,0
BLOC1S2,1677,1621,1793,2249,2203,2040,2635,2451,1974,1788,2207,1964
SYCP2,60,32,29,31,29,14,27,31,20,64,96,56
ZNF724,602,682,771,766,660,728,76,108,230,388,173,77
IL1RAP,315,261,362,212,259,239,1916,1633,1250,620,1345,1647
PTPRT,173,143,200,177,48,58,0,3,96,951,3,75
MYBPC1,2,1,0,0,0,0,6,2,0,0,0,0
PAX5,72,28,13,8,53,66,9,60,99,350,62,70
OR5K4,0,0,0,0,0,0,0,0,0,0,1,3
OR6M1,0,0,0,0,0,0,0,0,1,1,0,0
HLA-DRB3,0,0,0,0,0,0,0,0,0,0,0,0
SPOCK3,4,9,21,3,2,2,0,5,9,41,1,0
ZNF699,86,97,151,133,114,115,250,347,228,239,228,206
ADAM5,0,0,0,0,0,0,0,0,0,0,0,0
TDRD7,147,162,233,95,201,207,1192,1589,227,271,1832,1187
CCDC189,82,120,69,95,98,95,97,187,150,272,199,212
OR8A1,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0895L,798,785,757,967,810,929,1122,1956,1823,2476,2166,2066
HLA-DRB1,436,385,563,392,459,377,34,44,129,170,18,52
VN1R2,3,6,5,9,5,3,8,4,2,10,1,2
MYT1,91,103,131,94,96,99,8,5,11,23,29,29
SERPINA3,0,0,0,2,0,0,408,278,121,27,73,133
AKR1C3,49,43,52,36,98,130,30,38,2,13,33,50
SPATS2L,4323,4543,6228,4652,4593,4535,8344,9086,14369,8092,5574,5504
OR11H13P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF250,307,310,421,449,316,302,364,368,464,725,403,360
WDSUB1,289,291,244,219,335,360,286,342,176,328,432,293
ZNF79,243,240,190,205,201,205,344,372,314,330,296,250
S100A4,496,451,750,381,482,406,1658,1430,310,161,2172,2456
PLEKHG4,468,409,546,561,559,476,406,384,182,170,391,405
KRTAP4-3,0,0,0,0,0,0,0,0,0,0,0,0
FAT4,343,425,455,149,251,573,1739,2035,2612,3972,3975,3945
C8orf86,2,27,16,23,18,16,7,12,14,20,22,15
COLCA1,169,160,156,194,112,144,74,105,134,145,174,129
KIF19,25,45,68,20,23,21,12,21,25,28,57,15
OR6K2,0,0,0,0,0,0,0,0,0,0,0,0
ZNF681,740,779,976,863,745,808,257,413,358,678,498,410
ACADSB,1459,1294,1832,1595,1335,1497,1023,1388,793,968,1382,1103
STK40,1644,1460,1682,1518,1483,1610,4058,5052,6050,7386,3975,3798
RPS2P4,3,1,5,1,3,1,1,1,1,0,0,0
OR10J1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM63A,2527,2503,2719,1431,3233,3888,1452,1482,993,958,1748,1563
CTSE,0,1,2,0,0,0,1,0,0,0,1,0
SEMA4A,695,689,407,917,635,693,60,44,20,34,86,117
HRCT1,0,1,1,0,0,0,1,6,1,0,5,13
MPHOSPH8,1883,1816,2095,1817,1877,1983,2126,2871,2389,2167,3108,2292
RNF216P1,1360,1362,1037,1391,1372,1342,1542,1800,1827,1672,1299,1446
GREB1,2117,2168,2398,1772,1855,2154,324,350,1435,3705,2550,1425
SIRPB2,8,10,6,7,7,10,6,16,12,14,17,7
ZNF766,1562,1597,1764,1721,1724,1699,700,938,775,1008,893,683
RYR1,2988,3151,2081,3935,1802,2183,7,38,4,83,15,21
SRGAP3,722,547,661,456,515,619,182,250,407,1080,1099,498
FAM217B,1527,1555,1385,1582,1307,1507,1396,1933,1115,1304,1810,1512
SULT1C3,0,0,0,0,0,0,0,0,0,0,0,0
OR2J2,0,0,0,0,0,0,0,0,0,0,0,0
LCOR,1585,1561,1679,2074,1408,1686,3795,4367,3406,2704,3945,2881
SUPT5H,7576,7219,6635,8025,8171,7738,6494,8080,7856,6103,7475,8039
XPNPEP3,1231,1466,1141,1461,1234,1311,769,903,984,1211,1046,848
OR2T2,0,0,0,0,0,0,0,0,0,0,0,0
OR2C3,0,0,1,0,1,0,0,1,0,0,0,1
LINC00615,1,2,0,0,2,1,0,3,2,2,0,1
ZNF107,1593,1775,1833,2559,755,1469,439,681,682,1132,414,389
OR10S1,0,0,0,0,0,0,0,0,0,0,0,0
SFTA2,0,0,0,0,0,3,0,1,0,1,1,0
PPIA,56790,53959,49683,58127,73417,60590,40988,40505,39969,43447,32314,29010
ZNF471,84,63,63,87,46,76,43,76,70,80,90,79
OR10J3,0,0,0,0,0,0,0,0,0,0,0,0
ZNF836,264,193,387,289,212,184,129,166,103,171,179,140
ZNF493,1015,1124,1139,1269,703,703,320,431,520,781,572,489
LINC00523,0,0,0,1,0,0,0,0,0,0,0,0
GTF2IRD2,377,257,248,348,361,268,459,453,341,505,593,383
GRM7,14,30,13,19,23,21,11,3,1,3,6,13
SUPT3H,841,789,809,837,831,805,932,846,618,768,858,864
BECN2,0,0,0,0,0,0,0,0,0,2,1,0
NIF3L1,2248,2236,1849,2190,2685,2233,870,989,888,1576,1066,781
ATP2A1,108,109,99,105,74,91,59,53,64,82,112,94
ZNRD1ASP,3,11,2,5,27,6,5,8,4,8,6,6
IARS1,19011,19316,20032,20276,19495,19255,12154,10316,17856,16554,7503,6583
MFSD14C,405,439,716,438,391,376,288,329,367,381,366,394
POM121,6492,6680,6106,6829,5935,7274,3977,4590,5141,5298,4807,4223
ZBTB44,6173,6116,6976,5496,4739,5383,1040,1536,1214,1729,2013,1743
GIMAP5,0,0,0,0,1,0,0,0,2,0,2,2
STK31,10,13,25,29,22,24,13,29,23,23,46,19
CGB7,10,22,29,29,27,27,35,31,12,46,28,73
NLGN3,906,868,672,921,671,666,70,105,190,844,226,143
OR8D1,0,0,0,0,0,0,0,0,0,0,0,0
ADH7,16,22,7,2,0,0,8,18,19,16,36,20
ZNF729,0,5,8,2,4,3,2,0,1,2,0,0
CD55,536,539,786,661,601,617,879,730,440,325,555,619
CPNE4,77,92,65,56,96,60,40,156,82,811,117,121
ZNF565,169,140,173,215,200,192,116,110,156,223,140,134
NTNG2,39,28,45,35,29,49,121,217,63,68,129,148
ELAVL3,16,41,20,22,30,29,6,15,67,113,4,6
WDR5,5637,5752,5261,5702,5895,5853,2003,2634,3441,3702,2390,2143
PRSS29P,0,1,1,0,2,0,0,0,0,0,0,0
LONP1,5977,6023,6318,6152,7154,5801,3025,3303,5245,5072,3066,2283
C9orf163,20,28,26,25,20,23,3,8,12,10,18,2
TRRAP,7714,8234,7518,7591,5884,8182,5712,8337,6342,7756,7888,6143
NUDT11,2107,1960,2202,2380,1832,1610,604,823,1083,1620,975,728
SRGAP2B,1045,1285,1454,1060,1072,1126,2414,2576,2480,2294,1952,1625
FUT4,676,673,689,543,702,719,583,709,475,355,557,557
ASB13,964,1014,1225,1118,1283,1158,487,578,630,1103,818,752
SLC35F1,567,498,706,488,498,464,20,36,616,1069,191,57
ZNF34,179,165,229,214,174,173,157,238,208,361,304,268
ZNF781,25,34,50,43,31,35,44,55,25,105,50,70
ZNF140,728,780,676,925,833,810,872,875,815,943,982,724
INCA1,23,18,8,21,26,14,16,28,22,51,62,45
ZNF774,109,102,100,100,80,154,122,209,135,204,249,211
PTPN1,2941,2762,2589,3242,3033,3176,6035,6701,5189,3785,4837,4767
OR10D1P,0,0,1,0,0,0,0,0,0,0,1,1
EVL,1739,1910,2380,2118,1739,1250,1875,2576,3590,6218,4452,3509
SPANXD,1,0,0,0,0,0,0,5,5,0,0,0
THEM5,0,0,0,1,0,0,1,0,0,0,0,1
NOXO1,6,23,12,16,8,10,4,6,5,11,9,8
EPHB4,7732,7697,6311,7865,7313,7423,2760,4068,5659,5662,4238,3105
PRTN3,0,0,8,2,1,2,2,2,0,2,0,0
ZNF765,810,864,889,820,884,814,503,529,598,555,643,461
ZNF124,667,638,614,751,625,759,253,362,488,629,418,313
XRCC6,35144,33620,32746,36555,41755,37414,16087,21081,17584,23418,18467,16197
S100A5,0,1,0,0,2,0,9,11,0,2,7,5
C20orf204,9,12,7,15,15,27,22,28,20,40,37,34
PPP1R26,1837,1863,2133,1477,1618,1648,945,1195,822,1548,1672,1365
NBPF4,1,0,0,0,0,0,0,1,0,1,1,0
TSC22D2,1068,1001,1178,1261,1205,1337,3127,5476,3696,2806,3306,3572
CRYBA4,108,114,133,164,125,81,0,1,0,16,49,14
ASMT,21,21,39,40,13,16,6,14,13,15,23,8
NPIPB15,72,74,127,76,77,85,75,91,135,136,216,261
ZNF569,720,633,627,722,636,771,329,463,435,611,414,610
ARMCX4,1490,1539,1474,1712,1382,1722,1113,1591,1277,1775,2132,1950
YRDC,1209,1199,1032,1242,1606,1501,918,911,1546,958,700,700
ZNF777,660,708,734,844,872,862,841,1030,1260,1222,964,743
PIK3R4,2887,3082,2390,2823,3709,2445,1535,1621,1636,1842,1944,1529
