gene_name,hESC_Control_1,hESC_Control_2,hESC_RB1_null_1,hESC_RB1_null_2,hESC_RB1_null_3,teratoma_Control_1,teratoma_Control_2,teratoma_RB1_null_1,teratoma_RB1_null_2,teratoma_RB1_null_3
ASIP,0,3,2,2,3,10,11,29,8,3
CST4,25,47,62,15,4,0,1,0,0,6
ACTR5,278,259,433,414,344,128,196,242,312,406
WFDC2,423,342,494,335,380,1519,271,319,208,841
AHCY,7078,5863,8847,9961,11727,5835,8277,8225,4208,17445
PPP1R16B,346,267,280,492,986,24,35,146,267,168
SPINT3,0,0,0,0,0,0,0,0,0,0
FAM83D,1086,1190,1803,2302,1894,203,402,637,589,882
EPPIN,3,3,6,11,11,14,2,12,9,12
DHX35,403,349,822,632,362,170,283,560,717,661
DNTTIP1,570,515,633,783,860,503,559,712,737,1270
MAP1LC3A,375,290,188,197,331,720,795,933,1448,1246
SYNDIG1,58,62,145,99,67,118,156,140,406,189
PIGU,446,456,614,695,615,596,847,976,859,1737
TNNC2,22,19,42,20,21,279,9175,108,11,2104
ACOT8,291,272,403,476,416,346,355,330,356,625
APMAP,1388,1443,1849,2037,1945,2426,2410,3009,2778,5237
CELF4,193,164,54,109,107,167,201,756,1648,324
ZNF516,257,342,348,593,200,785,507,822,1719,1355
CDH20,7,8,2,17,7,64,77,268,753,312
ADNP2,1653,1562,3040,2649,2019,790,855,1222,1522,1871
RBFA,416,396,666,713,532,411,384,470,482,785
USP14,3398,3230,3609,4409,4658,1265,1594,2278,2214,3706
VAPA,2944,2552,2596,3151,3474,2952,3310,3631,3750,6349
METTL4,122,167,196,287,139,102,187,333,341,304
LPIN2,473,460,732,782,503,688,1150,1465,2047,2026
SMCHD1,1916,1819,2458,3306,2376,806,1089,2061,2929,3191
MYOM1,7,2,5,15,3,153,690,209,88,446
MYL12A,3757,3619,3914,4882,5270,3342,3949,4688,1715,8274
CEP76,393,326,493,491,482,87,143,180,260,323
ST8SIA5,99,34,83,32,21,26,144,113,105,37
CEP192,678,574,1306,1073,518,357,577,972,1273,1089
RNMT,1391,1199,2263,2010,1927,1310,1257,1904,2959,2925
SMAD7,401,478,418,337,757,418,479,498,506,1412
LIPG,230,261,326,236,154,169,945,738,389,1334
LAMA1,2302,3601,6196,2904,1788,1012,918,1314,940,4252
RNF125,482,445,577,626,474,88,82,97,38,252
ANKRD12,527,362,532,769,463,527,553,745,2113,1228
NOL4,10,7,18,15,25,114,226,304,1026,325
POLI,355,320,803,786,348,268,286,554,809,681
MIB1,1819,1884,3099,3384,2465,1608,1801,4201,6228,5681
RBBP8,1118,780,1326,1563,1412,778,917,1208,930,1293
RIOK3,1513,1039,1180,1189,948,1217,1266,1857,1701,2634
CSTF2,721,718,787,1035,1012,306,361,456,508,935
H2BFM,4,6,13,6,23,15,17,56,104,49
MXRA5,464,445,603,291,425,5086,2717,5815,4028,13868
VSIG1,31,19,14,22,25,109,33,646,21,157
PSMD10,1198,830,1000,1180,1291,950,952,1197,1472,1636
ATG4A,276,141,111,118,156,164,260,149,164,381
STS,203,215,232,237,183,1082,523,1286,883,1283
TBL1X,1183,1238,2411,2255,1464,2142,2071,2230,2373,5435
GPR143,263,230,519,304,569,282,414,224,221,700
PGRMC1,3981,3887,5100,5690,6180,3424,5309,7462,7086,8707
POLA1,2227,1994,3482,3750,3129,648,1109,2019,1771,2901
MID1,2238,2200,2285,3180,5451,2169,1864,2967,6481,5773
NKAP,495,347,503,628,515,626,550,726,651,1313
RHOXF1,0,0,0,0,0,0,0,0,0,0
NXT2,311,301,388,507,509,308,383,574,301,650
GUCY2F,1,2,2,5,6,0,3,0,5,0
ATP1B4,0,1,1,1,0,11,5,3,2,19
ALG13,651,508,732,829,738,436,479,477,514,1049
PRPS2,889,989,1563,1796,1592,1155,1820,2890,1191,3065
TLR8,1,1,0,1,0,27,28,22,1,35
MOSPD1,453,454,372,482,525,220,395,285,310,693
AMMECR1,1114,747,916,1041,936,452,488,450,329,1128
CHRDL1,266,161,381,411,273,100,177,626,709,392
WDR13,331,340,534,402,282,2457,2128,2652,1921,4198
SUV39H1,417,383,453,498,447,241,283,360,348,771
PAGE4,0,1,4,2,1,44,44,22,2,36
SRPX,214,308,464,315,509,1151,974,1607,555,3332
GLRA2,3,1,4,4,1,146,204,749,1265,151
XIAP,1022,1013,1195,1395,1055,1088,904,1239,1852,2871
STAG2,3682,3420,4658,5425,4618,2653,2749,3586,3687,5510
ATP11C,968,947,1673,1813,1491,365,1160,1193,1339,1645
MCF2,32,14,33,34,48,2,12,37,50,11
F9,0,0,0,0,0,0,1,0,0,0
ABCD1,212,283,143,188,307,331,348,396,324,950
CCDC22,268,274,287,395,400,498,549,530,614,1294
CACNA1F,29,32,39,14,22,16,4,3,20,52
SYP,103,43,122,58,82,230,399,1183,2814,587
PLP2,306,172,128,152,319,2661,1288,1507,487,3449
BMX,1,1,1,1,0,14,22,52,1,16
LUZP4,2,2,2,0,0,0,0,0,0,0
PLS3,15589,11872,19138,16623,21823,7700,8565,12692,9504,22049
NAA10,973,850,998,1251,1361,865,916,1183,1030,1914
RENBP,98,81,173,134,138,193,176,190,102,394
ELF4,143,165,249,154,205,896,896,1271,393,3282
SMARCA1,1687,1723,2822,2867,1940,3347,3322,4587,3562,7794
MTMR8,48,52,77,99,51,23,26,32,44,72
ASB9,109,57,121,112,202,167,366,260,22,688
ZC3H12B,38,46,92,57,58,67,123,177,266,286
RBBP7,5216,4222,7558,7095,5752,5252,6716,9121,4576,11334
PPP1R2P9,0,0,0,0,0,0,0,2,0,0
KCND1,142,110,216,179,182,106,79,154,81,246
OPN1LW,0,0,0,0,0,0,2,0,0,0
SLC25A14,166,148,145,231,255,148,157,256,360,328
FMR1,1360,1118,1730,1605,1165,1125,1088,2126,2311,2361
PIM2,2532,2077,3443,3811,3494,154,227,110,171,324
SCML2,508,605,1278,1319,879,212,328,697,562,723
SLC35A2,541,594,615,603,711,606,612,591,499,1914
PQBP1,764,732,889,1055,1111,1189,1118,1326,1203,2277
RS1,2,1,2,3,4,7,7,5,15,28
PCSK1N,55,11,37,39,51,600,1006,1436,3584,858
EMD,1101,1000,2229,1848,1667,1096,1231,1821,1792,2750
TAZ,184,191,492,312,250,228,200,304,415,562
RAB40AL,0,0,0,11,2,4,0,0,1,0
PGK1,19083,19326,19495,27571,24542,22254,15457,21390,34124,40383
GATA1,0,1,0,0,0,1,1,1,1,54
MAGT1,2743,2820,3550,4080,3800,2632,3796,4029,2077,8168
SMS,13849,10559,9464,14433,25917,4494,4401,7299,6376,13662
PHEX,13,13,8,16,15,135,102,167,46,295
UBL4A,701,646,800,1086,1080,925,943,1193,1192,2207
CD99L2,269,294,429,545,302,896,1576,2947,2885,3558
EEA1,1226,930,1149,1144,1629,581,519,716,873,1406
GPR50,20,41,34,15,16,20,24,110,133,61
RP2,319,314,406,428,417,416,482,675,757,1026
JADE3,575,615,1062,1010,690,381,563,763,921,1373
CDK16,3274,3943,4418,5570,4845,4103,5595,5641,7702,10120
USP11,3040,3517,5620,6303,4308,5118,4793,11027,14674,14745
PCYT1B,1207,1086,1425,1724,1802,340,516,1097,1368,950
BRS3,0,0,0,0,0,0,1,2,2,0
HTATSF1,2275,2119,2830,3515,2621,2241,2478,4180,4646,5153
VGLL1,0,0,11,0,0,591,106,16,102,463
CD40LG,0,0,0,0,2,0,0,0,0,0
TIMP1,844,1038,705,1265,1343,8324,4883,5241,1728,10955
KLHL4,1265,1448,1288,2220,1514,55,178,332,528,539
GABRE,16,23,47,28,14,54,29,42,111,55
PCDH11X,294,341,468,680,573,148,116,305,1110,262
FGD1,769,826,972,1138,1250,1029,1059,1858,2216,2675
PIN4,542,422,643,785,642,398,582,724,447,986
PORCN,350,484,566,312,215,154,150,215,383,487
ITIH6,1,1,0,2,0,42,1,5,0,12
MAGED2,4424,4786,5344,6045,4779,10536,12792,16072,11570,27374
RBM3,3700,3457,5054,4924,5636,8721,7768,15613,9865,19017
KLF8,407,412,499,393,286,284,134,116,313,367
SRPX2,41,41,15,19,52,303,296,343,134,1087
SYTL4,26,19,37,11,31,286,159,347,124,595
ZDHHC15,133,106,228,185,219,108,161,293,464,347
CENPI,401,477,594,839,589,87,116,248,289,352
DRP2,15,18,28,24,26,64,90,200,385,297
TAF7L,2,6,6,12,16,2,9,20,13,0
PBDC1,562,483,867,901,754,591,742,602,463,1261
GLA,454,376,673,615,564,389,502,528,407,1016
ARMCX3,758,653,715,759,761,1376,1616,2001,2572,3637
BEX4,567,748,993,1256,1454,1418,2979,3879,3724,4595
RUBCNL,53,44,59,54,81,16,20,59,12,65
NALCN,85,11,53,29,116,45,43,125,214,98
FGF14,10,10,15,15,16,78,127,200,750,196
HTR2A,72,19,10,10,107,6,51,50,45,31
NDFIP2,834,528,584,662,870,1232,830,1057,738,2234
TNFSF13B,2,5,4,4,4,31,11,19,15,30
FNDC3A,1297,970,1227,1411,1127,1357,1403,2013,3097,4128
MLNR,1,4,1,0,1,0,1,2,4,4
CDADC1,64,72,90,84,75,130,181,147,261,333
CAB39L,202,135,114,142,233,644,596,520,764,748
KLF5,492,393,323,275,739,5402,5280,3114,271,6555
STK24,2671,2460,3720,4184,4389,3089,2957,3871,2932,6193
ACP5,36,22,50,63,97,1561,262,62,76,391
DNAJC3,1003,982,896,1154,1472,1302,1539,2083,980,3242
UGGT2,378,346,764,597,332,270,326,553,516,633
ARHGEF7,1366,1095,1617,1584,1766,1332,904,1899,3456,2489
FGF9,13,1,1,4,4,106,228,260,277,383
SGCG,4,4,7,8,3,133,101,50,55,154
PARP4,1007,965,1224,1535,1280,1186,1266,1348,857,2928
SUPT20H,1001,1087,1519,1883,1388,565,603,988,1796,1628
MRPS31,528,412,706,750,654,500,424,602,544,758
SLC25A15,327,291,440,465,528,127,249,323,338,712
KPNA3,2630,2051,3107,3310,3597,1552,2142,2915,3503,4297
FLT1,1851,1466,2432,2656,3038,794,360,1740,146,4443
RGCC,25,33,3,56,8,192,134,103,72,221
VWA8,653,516,999,1072,870,447,448,450,490,955
DGKH,220,216,136,243,302,141,157,206,212,366
KATNAL1,511,423,343,644,614,268,247,987,1662,998
INTS6,1209,1012,1253,1490,725,561,606,641,985,1654
ACOD1,0,0,0,0,0,15,0,0,0,0
DHRS12,66,71,143,99,70,190,287,237,171,378
MEDAG,168,147,44,81,136,154,227,197,151,582
TSC22D1,5289,4036,3270,3232,4009,3442,4495,5589,6258,8543
CLN5,330,340,359,428,416,669,919,1002,760,1500
OLFM4,1,0,0,0,0,303,258,57,7,245
MSLN,0,3,0,3,7,1132,498,172,49,706
MGRN1,1779,1863,2191,2508,2596,1439,1699,2459,3415,4454
ZNF629,483,580,1040,872,691,1374,1404,2460,2866,4192
TRADD,17,19,20,24,11,245,144,102,72,316
HSF4,1,7,2,9,3,15,17,10,31,17
CORO1A,154,96,188,186,155,380,291,453,722,765
MAPK3,785,695,970,927,953,1806,2325,2257,1669,4325
GDPD3,10,12,19,16,5,90,28,41,50,65
ELMO3,92,71,125,109,81,466,478,125,54,562
MT4,0,0,0,0,0,0,0,0,0,0
PHKB,1049,1099,1391,1600,1508,1191,1981,2198,1856,3807
LYRM1,166,203,240,346,272,482,755,708,752,929
NUTF2,2644,2771,2557,3869,4166,2244,2738,2998,2277,5766
NUP93,2526,2433,3756,4032,3451,1567,1315,2596,3272,3428
CENPT,463,556,1064,950,665,378,436,586,656,1279
TSNAXIP1,18,15,34,22,13,186,107,68,143,90
NFAT5,1367,848,1002,891,785,440,393,657,1159,1275
LONP2,1241,1013,1070,1329,1213,1167,1382,1264,1743,2954
N4BP1,1443,1229,1476,1860,1570,1061,1060,926,1515,2414
CBLN1,42,62,151,60,86,71,187,597,1052,138
ARL2BP,652,788,661,877,978,1573,1732,3022,2360,4632
PLLP,73,87,150,115,112,719,1402,786,30,1318
ZNF423,857,1000,1284,1898,2027,871,1585,3277,4082,3132
CCL22,21,29,28,19,17,12,2,13,7,12
DHODH,323,244,473,523,382,157,167,185,283,474
CCL17,1,1,0,1,0,2,0,1,1,0
CTCF,2023,1960,2851,3002,2919,1661,2091,3226,3626,4495
ACD,437,409,577,681,766,436,465,646,800,1189
POLR2C,1293,1369,1969,2252,2016,1255,1562,1715,1927,3573
PARD6A,136,66,105,115,140,89,104,161,382,182
ZNF821,138,102,197,210,209,385,443,732,1359,724
MMP15,2283,3083,2486,2995,2565,1238,1706,2558,2703,6452
USB1,1804,1820,1969,2227,2331,746,745,1293,1612,2293
CYB5B,1903,2024,2767,3117,3331,1268,2156,3087,2154,4558
CCDC113,223,249,371,373,246,605,282,361,534,564
PRSS54,0,0,0,0,0,0,0,1,2,0
NME3,332,335,619,638,566,453,461,291,425,806
NDRG4,546,514,661,635,751,355,507,1503,4924,1339
PSMD7,3177,2825,3927,4535,4257,1876,2145,2720,2505,4702
SETD6,497,468,1247,926,640,248,227,263,468,476
SLC38A7,826,803,1202,1018,1446,382,416,545,770,1528
VAC14,951,963,1737,1686,1252,907,1041,1665,1801,3497
HAS3,999,1433,1349,2083,2893,170,147,79,318,134
TANGO6,547,412,710,702,966,189,462,384,529,884
COG4,1326,1216,1479,1681,1758,1195,1589,1802,1587,3056
SMPD3,20,23,53,28,50,543,594,963,1986,1611
SLC7A6OS,430,493,702,636,587,391,434,535,777,936
SLC7A6,755,894,915,1232,1111,239,594,435,1189,1121
PLA2G15,318,391,297,411,375,445,454,583,558,1171
ESRP2,715,459,1190,782,935,1283,917,568,128,1877
FA2H,155,100,183,174,190,121,147,110,8,160
WDR59,776,816,1638,1391,1110,671,637,684,925,1308
MON1B,927,754,1331,1601,1447,616,725,926,1405,2138
CMC2,436,434,462,750,650,301,418,516,526,691
AXIN1,930,805,1227,1185,1308,874,838,775,1224,1975
HCFC1R1,354,317,641,607,619,1474,954,1317,1010,3132
NPRL3,845,622,758,906,1010,1163,1064,1566,1903,3158
MLYCD,258,240,293,421,261,289,376,319,377,853
MPG,391,451,395,750,731,817,802,649,632,1872
NECAB2,43,31,160,67,18,56,231,432,1078,330
HSDL1,760,721,1160,1123,645,626,849,1555,3942,1887
TAF1C,700,759,1566,1293,1141,248,429,437,932,1130
NAGPA,134,146,230,203,206,153,174,200,180,558
WFDC1,10,11,21,12,6,250,467,670,183,1006
SEC14L5,48,38,174,66,41,53,29,30,129,126
COTL1,3926,4175,2927,4582,8653,2939,3809,6696,6113,11823
USP10,3184,2903,4303,4946,4424,1816,2290,2908,3283,5240
CRISPLD2,136,79,95,114,117,4197,1727,6284,2192,10890
TSC2,917,1172,2050,1543,1292,2006,1380,2350,2604,4712
ZNF500,116,222,430,294,260,245,246,400,535,741
NME4,2515,3235,4815,5162,4429,2828,2816,4268,2669,9504
ABCC1,944,787,1028,912,1039,278,252,443,398,754
NOMO3,25,25,32,37,33,7,2,28,25,42
LMF1,69,92,84,119,66,296,374,469,351,916
FOXF1,6,4,1,1,4,154,643,1225,22,2081
NARFL,326,241,459,482,366,593,410,490,771,1116
MTHFSD,131,127,150,217,202,208,225,291,390,535
CLCN7,753,776,1701,1012,1270,759,1110,1235,1701,2376
HAGHL,84,87,188,122,95,105,46,42,87,176
FAM173A,114,129,162,237,183,196,283,230,302,409
SLC7A5,23160,24183,5701,12203,48059,3349,1648,1588,3424,11103
METRN,162,138,249,278,257,556,867,1472,2018,1437
FBXO31,290,393,451,429,364,545,579,688,802,1290
STUB1,1186,1056,1328,1680,1612,1960,1928,1921,1622,4883
RHBDL1,33,30,104,31,49,26,44,21,24,93
NUBP1,350,334,434,478,439,469,539,628,510,1068
UBE2I,3251,2958,3825,4661,4884,2211,2793,4243,3920,5534
ZP2,0,2,1,2,2,0,7,45,2,10
MEFV,5,9,9,3,5,11,4,10,10,7
CRYM,141,89,261,164,64,158,194,273,100,223
EEF2K,614,448,850,799,844,867,778,1183,1069,2145
CAPN15,1153,1087,1640,1448,2244,791,854,680,859,2150
PIEZO1,1197,1041,1339,771,1319,3322,877,1451,698,4703
GSPT1,7586,6053,6507,8236,9210,2271,2955,3238,3422,7013
ZNF174,143,142,302,255,238,223,239,290,352,565
CLUAP1,265,293,329,369,350,566,534,533,681,863
UBFD1,3265,3330,3916,4656,5307,1657,1990,2863,3760,5619
PRSS33,1,3,11,6,0,19,18,9,18,12
EARS2,933,943,1581,1524,1586,879,840,1036,774,1934
ELOB,2062,2052,2010,2490,2807,3733,4173,3990,3869,7606
GGA2,2123,1985,4296,3542,2606,1184,1641,1961,1741,3765
AQP8,0,1,0,1,0,1,4,5,4,0
CPPED1,430,350,477,571,599,763,865,769,486,2273
USP31,452,455,614,693,419,315,194,372,952,529
HMOX2,386,333,309,362,545,423,470,560,441,1016
DNAJA3,578,484,651,809,778,266,483,338,408,838
CORO7-PAM16,14,0,24,24,20,15,5,0,27,109
BFAR,705,815,1316,1211,1379,705,703,871,920,1777
SALL1,1049,1998,3092,2768,1247,605,554,992,2598,836
TOX3,385,391,833,793,329,390,458,1470,2037,1479
RRN3P2,2,3,6,0,4,4,0,4,5,2
RBL2,290,276,952,528,340,845,734,961,1506,1632
QPRT,1164,1568,2375,2508,2394,3501,4332,3212,1282,9628
XYLT1,406,496,784,682,722,919,958,1177,2867,2315
PYCARD,193,193,179,269,313,387,369,150,24,449
RPGRIP1L,267,257,493,486,409,283,335,477,860,719
MAZ,4324,4263,5799,6465,6533,7029,9238,13566,13614,24554
STX4,509,476,488,497,568,816,810,745,630,1597
CDIPT,995,984,1066,1371,1635,1375,1451,1520,1727,3458
BCKDK,882,820,1065,1270,1383,1432,1216,1190,1470,3067
KAT8,416,455,767,771,545,639,781,824,1166,1429
NOMO1,30,16,113,122,82,0,49,0,1,4
IL21R,5,2,15,23,2,6,11,16,12,27
SYT17,157,138,255,157,137,111,296,238,178,536
TMC5,71,57,56,69,58,562,163,111,31,95
CCP110,470,437,766,825,417,415,305,1096,1727,823
C16orf62,1017,806,1703,1459,1324,1295,1354,1380,1597,3228
SLC6A2,2,3,5,5,0,20,16,77,6,53
RNF40,1619,1763,2072,2286,2326,3110,2604,4507,4448,7520
KNOP1,1874,1704,2794,2839,2581,648,934,1061,1212,2349
AQP9,0,0,0,0,0,10,4,5,3,29
AAGAB,1274,1130,1460,1750,1400,609,912,1360,1006,2076
IQCH,32,47,26,52,76,51,54,63,92,51
LACTB,309,271,410,487,325,268,304,275,318,618
CORO2B,144,169,165,223,219,315,459,1262,3283,893
CSK,1452,1176,988,1466,1451,1335,1528,1832,1989,3785
HERC1,1046,700,1388,1193,1046,1393,971,2492,4453,4760
TRIP4,346,361,451,484,455,511,674,853,684,1016
MTFMT,279,219,310,383,296,168,232,318,309,412
RASL12,307,513,458,578,469,116,287,529,127,550
AP3B2,183,240,228,363,139,151,147,651,1069,313
ACSBG1,229,94,58,117,73,136,11,42,23,66
IGDCC4,243,310,767,506,184,675,857,1598,993,2300
RAB11A,5967,4477,3962,4659,5012,4762,4253,4773,3930,8762
CTSH,186,153,212,138,160,1293,1486,1590,182,3042
TTC23,315,280,339,344,355,527,464,579,554,1203
CD276,2758,3533,3891,4606,4431,3335,4184,5139,3158,11881
FAH,499,386,430,446,437,451,535,491,251,1487
CEMIP,89,105,112,98,71,261,65,211,256,1402
RPAP1,1625,1521,1965,2174,2453,823,984,1138,1394,2489
HOMER2,586,392,497,557,798,244,344,424,463,349
EHD4,1381,1243,1519,1511,1999,1169,1233,1270,553,3360
TMEM87A,771,677,1220,1015,1032,1106,1240,1693,1179,2511
ZNF106,2637,2481,2307,2867,2960,866,4591,1500,1906,3760
CEP152,287,251,555,532,338,90,121,219,220,233
ATP8B4,77,44,16,33,51,62,51,28,9,77
OCA2,9,15,25,12,11,198,210,130,202,383
DTWD1,307,330,462,508,385,251,357,518,403,686
TGM5,2,0,2,1,1,19,7,1,0,0
FAM189A1,13,27,46,47,74,50,74,63,177,122
GABPB1,840,925,1333,1423,1222,576,748,1261,1666,1623
TJP1,1457,1219,1818,2015,1439,716,715,1111,1075,2044
BMF,411,518,942,934,392,1068,1063,993,1001,2314
DMXL2,536,364,878,659,323,521,559,941,1962,1136
SCG3,1183,985,1465,1900,1386,235,383,2047,3039,1014
DNAJC17,251,197,357,364,322,327,341,374,343,611
EIF3J,2040,1744,1787,2075,2301,1294,2142,1731,1605,4000
SPG11,878,991,1182,1187,884,1465,1488,1687,2238,2621
RHOV,70,29,73,45,44,706,150,32,99,148
VPS18,1147,993,1465,1368,1687,750,854,1016,919,2380
OIP5,395,376,663,674,525,107,205,260,300,393
SLC30A4,171,84,64,53,78,281,210,443,415,442
BLOC1S6,2900,2313,3167,3322,3709,1174,1114,2350,3059,2779
MYEF2,1501,1696,2565,3161,2129,458,539,1550,3210,1568
SGK3,142,157,214,138,227,239,193,195,190,646
PDGFRL,65,75,121,111,85,308,372,332,282,377
CSPP1,262,311,714,436,320,220,241,333,520,520
ZDHHC2,1139,1263,898,1393,1398,223,663,532,661,936
BRF2,337,344,526,495,512,452,357,700,522,1239
TRIM35,428,456,745,628,598,367,364,513,750,705
ZFAND1,468,346,572,642,463,542,574,608,488,970
RP1,3,3,1,0,11,82,1,15,18,51
CA2,306,272,327,391,336,111,1579,816,374,952
FZD3,879,850,1557,1790,1593,531,1125,1635,4021,2011
INTS9,420,366,563,569,560,414,418,543,594,893
RIPK2,539,426,563,506,586,294,276,412,216,667
EYA1,68,73,57,116,58,168,217,295,166,228
NBN,1077,990,1723,1731,1349,849,1216,1643,1202,2471
TRPA1,112,173,74,106,71,5,11,10,12,67
CPQ,233,162,114,83,130,501,822,760,234,1536
DECR1,347,313,466,522,390,1208,1715,1767,866,2600
CALB1,2400,2035,1974,3475,3907,34,117,139,307,103
IMPAD1,2120,2085,2233,2329,2246,1947,2463,3916,3911,6437
SFRP1,5144,5262,18582,9169,1067,2869,4202,6577,11187,12096
LAPTM4B,14020,15005,15430,19170,15821,3028,4873,5204,6136,13126
UBE2W,885,631,706,801,812,452,516,568,863,1215
POP1,418,380,527,525,480,182,201,348,373,569
NIPAL2,60,59,84,88,54,284,262,223,55,502
IKBKB,386,349,693,665,515,367,413,391,390,866
PLAT,333,598,236,825,885,1068,1914,5217,844,13119
JPH1,361,344,597,552,572,107,479,106,211,593
DKK4,39,29,5,28,6,3,7,3,16,12
STK3,638,432,503,563,557,388,601,584,302,843
GDAP1,665,483,978,888,839,332,394,1274,2458,1230
RAB2A,2296,2062,1934,2371,2872,2817,3426,4805,4548,6738
EIF3E,7173,5772,9306,10523,9463,16360,16149,16719,11076,27640
EMC2,745,687,738,839,712,648,819,616,477,1360
ESRP1,2687,1971,4124,3071,3506,1952,1662,987,234,2805
WISP1,5,8,7,5,10,202,187,667,318,2113
NDRG1,177,226,265,160,263,11660,7302,4711,2246,18830
ZC2HC1A,292,194,518,315,272,204,267,605,1068,522
IL7,7,7,7,1,0,9,12,30,14,46
STMN2,587,421,169,282,369,2253,2884,11808,22472,9546
ARMC1,1079,854,1228,1675,1343,686,865,1332,1706,1888
TRPS1,541,363,338,430,523,441,519,843,625,907
SPAG1,106,102,120,81,91,173,301,195,127,216
CHRAC1,570,546,695,769,866,622,717,1149,543,1916
NCALD,32,32,54,63,52,523,792,2057,3221,1750
SNX16,220,237,173,361,224,158,186,198,275,417
GML,0,0,0,0,0,0,0,0,0,0
UBR5,4916,3515,6487,6387,4174,2256,2049,2903,4885,5571
GSDMD,179,173,336,359,331,341,534,375,61,784
TSTA3,413,430,656,603,621,420,549,511,396,1208
PYCR3,73,96,201,160,179,136,166,184,204,501
EEF1D,2581,2359,3149,3679,3269,6469,5955,6240,4137,13693
ANXA13,0,1,4,2,1,669,2018,1313,13,5293
SQLE,2294,2424,3548,4382,2725,1553,2745,4082,4197,3725
SH2D4A,167,147,139,188,284,597,430,347,120,933
INTS10,567,503,730,774,417,1065,1020,996,1275,1773
ERI1,971,855,1129,1275,1272,272,339,592,632,810
SLC39A14,3261,2727,3505,3798,4694,1613,2617,2033,721,6868
MTMR9,1044,960,1273,1529,1847,417,428,1043,1861,1311
LEPROTL1,1420,1302,1572,1860,1678,569,849,1059,1468,3240
DCTN6,254,255,410,402,362,510,627,1082,1041,1231
R3HCC1,414,448,524,616,736,1270,1210,1647,1671,2724
GSR,1798,1757,1981,2268,2278,848,1482,1392,1187,2676
TNFRSF10A,120,132,93,137,172,33,34,35,18,56
UBXN8,195,191,272,267,285,113,173,216,189,383
PPP2CB,2327,1872,2157,2460,2401,1556,1703,3337,3866,4136
ERICH1,349,327,540,516,474,181,186,196,322,501
NEFM,611,408,491,616,457,711,628,3372,5421,4235
TUSC3,1397,1405,1663,1752,1612,2208,3144,3925,3431,5214
ARHGEF10,464,541,856,1095,733,171,165,307,340,742
KLHDC4,710,582,901,883,853,388,465,603,691,1086
MCM4,9475,9319,16207,17124,11765,1014,2595,4578,4019,6870
ADAM2,0,0,0,0,0,0,0,2,1,3
KCTD9,459,424,528,618,517,335,365,487,539,907
FGL1,0,2,1,2,2,2,5,26,0,42
ASAH1,1219,1006,1090,1154,1337,2998,2746,2858,1740,4867
BNIP3L,1946,1736,2225,2060,1670,3202,2345,4854,9212,6107
MAN2B1,1104,1161,1715,1607,2061,2223,2510,3306,2244,6188
KCNN4,70,45,27,15,36,91,57,34,16,112
TULP2,5,1,19,2,6,9,3,7,0,30
NUCB1,3149,2860,3165,3063,3296,4915,5867,6245,3532,14679
DHDH,11,10,34,11,12,43,51,70,37,98
GYS1,864,873,1314,1548,1216,2030,1217,1309,2222,4034
MAP4K1,40,29,125,73,53,11,16,14,16,56
CGB2,5,3,0,2,4,2,0,0,0,0
ECH1,516,439,642,742,610,1246,1851,1399,980,3225
HNRNPL,4499,4047,5180,6614,5489,2945,3820,5064,3910,7996
NFKBIB,246,205,236,315,382,125,127,138,162,340
LHB,1,0,2,1,1,2,0,0,0,0
CGB3,0,0,0,1,2,0.00E+00,0,0,0,5
TUBB4A,463,276,934,432,389,414,559,2215,5595,1172
SARS2,220,240,533,403,339,206,278,309,238,656
KCNA7,10,7,17,12,10,9,29,1,4,20
SNRNP70,4246,4246,5678,6641,6119,2502,3281,3779,4246,7301
CLPTM1,2371,2225,2245,2630,3321,1886,2563,2892,2562,4829
RELB,191,147,219,152,236,384,153,122,115,409
CLASRP,553,505,1009,818,616,341,341,449,675,767
LIN7B,39,24,35,36,17,48,51,78,177,69
PPP1R37,545,611,818,666,663,966,1033,685,1048,1978
FCGRT,226,258,466,353,292,4189,8248,4458,702,8266
PIH1D1,965,1094,1671,1666,1436,1074,1209,1148,1361,2499
CKM,0,1,1,2,0,271,6686,103,11,1015
ARHGEF18,986,1171,1363,1703,1636,1101,1301,1209,1833,3275
PPP1R13L,510,475,456,547,660,1040,246,193,303,1253
PEX11G,29,22,49,42,64,144,170,118,121,328
ERCC2,1224,1224,2475,2383,1986,628,1041,1266,1542,2057
DOT1L,1175,1236,2286,2006,1345,600,801,882,2470,2445
PLEKHJ1,1409,1539,2053,2214,2312,1394,2251,2154,1874,4485
SLC17A7,21,8,25,30,11,38,24,16,1251,33
RNASEH2A,1001,981,1553,1794,1499,816,966,1743,1289,2456
KLC3,147,105,100,99,151,714,115,18,35,153
CD37,4,8,37,21,5,139,60,32,25,132
SF3A2,1724,1653,1991,2557,3094,2323,1934,3205,3126,5564
AMH,101,33,133,46,32,25,68,125,141,34
DKKL1,2,8,16,12,11,34,30,47,78,81
LYL1,17,6,9,12,10,19,33,73,12,195
OAZ1,7001,6474,7760,10114,10539,7983,9455,8117,7391,17581
TRMT1,843,790,1407,1220,1401,432,449,472,613,1053
STX10,325,256,337,409,429,640,825,801,673,1492
RETN,0,0,0,0,0,13,1,13,0,94
FCER2,3,0,9,1,0,1,2,0,0,2
DMPK,325,299,799,450,309,530,573,757,1442,1843
CLEC4M,1,1,1,1,0,5,0,4,1,9
