gene_name,1-2B-8-3:_K562_cells_RBM48_KO_#1,2-2B-9-4:_K562_cells_RBM48_KO_#2,3-2B-10-5:_K562_cells_RBM48_KO_#3,4-2B-11-6:_K562_cells_RBM48_KO_#4,5-2B-12-7:_K562_cells_RBM48_KO_#5,6-2B-13-8:_K562_cells_RBM48_KO_#6,7-VC-8-3:_K562_cells_Vector_Control_#1,8-VC-9-4:_K562_cells_Vector_Control_#2,9-VC-10-5:_K562_cells_Vector_Control_#3,10-VC-11-6:_K562_cells_Vector_Control_#4,11-VC-12-7:_K562_cells_Vector_Control_#5,12-VC-13-8:_K562_cells_Vector_Control_#6
TRIM47,510,456,229,191,181,179,217,300,210,292,251,125
ZRANB2,18132,16546,12787,11775,14365,16498,16464,15150,16609,19751,16403,13396
EIF5A,30696,9411,17605,14885,12868,23785,26467,6837,21839,25809,13618,13449
KDM6B,1704,2481,2300,2082,2520,1977,2124,3298,2089,2025,3587,2021
CLEC10A,8,2,14,35,7,2,13,7,1,0,47,16
SLC52A1,31,76,23,35,44,49,36,74,54,57,48,38
GUCY2D,0,26,2,7,7,0,0,23,0,0,17,5
GPS2,1478,840,947,921,869,1063,1022,789,974,1162,803,1032
XAF1,11,35,83,105,137,21,12,42,14,70,131,295
DLG4,482,617,494,499,515,472,471,591,548,593,643,579
RIDA,1386,851,1096,1002,1228,1762,1768,870,1531,2156,1512,1022
VPS13B,2347,4991,2792,2793,3904,3228,3135,2394,2463,4271,4444,4316
RGS22,0,0,4,0,0,5,0,0,0,0,0,0
MATN2,19,34,21,47,24,20,36,19,18,29,31,18
REEP2,35,200,64,44,40,36,47,127,64,114,47,15
PCBD2,330,495,688,725,702,704,665,450,453,748,1045,674
SDF2,2152,1720,1638,1870,1795,1951,2059,1668,1742,2233,1655,1684
FLOT2,8142,9699,9083,10529,11470,9424,9473,9213,8882,11057,11374,9133
ERAL1,6646,3657,4560,4634,4956,6181,6229,3167,5743,6935,5204,4162
PRMT7,3696,1304,2408,2241,2163,2267,2926,1481,2852,2918,2492,2121
NIP7,5923,2115,2817,2553,2828,3372,3895,1395,3121,3888,2873,2740
TERF2,2603,2107,1922,1891,1896,2313,2229,1864,2066,2565,2663,1715
VPS4A,3472,3844,3321,3685,3956,3763,3556,2840,3049,4056,4181,3177
MTSS2,4054,2786,2344,2557,2229,2213,2791,2167,1959,2276,2447,2259
HSPA12B,1,13,4,6,9,2,1,17,5,4,9,23
ANKEF1,237,175,369,398,471,391,272,288,326,449,448,320
SCP2D1,0,0,0,0,0,0,0,0,0,0,0,0
PCED1A,275,598,483,453,532,456,501,748,396,535,552,454
SNAP25,0,0,1,3,1,0,1,1,0,1,8,9
BTBD3,960,524,1057,1235,968,1015,906,455,841,1177,985,813
PCNA,12373,4612,8175,7347,7653,10002,11773,4521,10106,11820,7745,7327
NXT1,1094,689,566,582,564,768,727,548,588,735,447,435
POLR3F,678,765,647,629,703,787,786,739,681,931,981,621
RIN2,0,1,0,0,0,0,0,0,0,0,0,4
PTPRA,4329,2713,3830,3734,3521,5117,5443,2428,5444,5847,4151,4136
SSTR4,0,0,0,0,0,0,0,0,0,0,0,0
DAP3,11749,12752,11827,11981,12129,13663,14187,10829,13015,15132,13455,11600
RHBG,7,14,13,14,16,15,15,19,9,24,17,14
KHDC4,4195,7991,4442,4133,5426,4613,4569,6504,4785,5883,5650,4979
ATP1A4,12,17,10,23,37,10,6,29,5,11,20,62
NES,2755,3328,944,1216,1246,1401,1993,3181,2076,2084,1527,1248
BCAN,1,1,8,6,1,1,4,8,0,13,4,1
CRP,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF11,1420,2015,2004,2918,2238,2039,2252,2254,1841,2158,3553,2571
RAB25,9,4,2,3,12,4,6,9,1,14,13,6
HAPLN2,83,207,241,186,178,155,201,187,91,172,83,132
APCS,0,0,0,0,0,0,0,0,0,0,0,0
FCRL2,30,25,35,43,58,32,28,37,43,47,50,58
DCAF8,6351,8892,6657,6070,9067,9123,8949,8215,9144,11518,9525,6613
SYT11,29,224,44,30,35,52,56,141,70,69,47,31
IGHMBP2,1670,1414,1255,998,930,1171,1597,944,1155,1600,1140,979
ACY3,0,0,0,0,0,1,0,0,0,0,0,0
ALDH3B2,0,4,4,1,3,0,0,0,4,0,0,0
TESMIN,1329,1041,1577,1558,1287,1895,1416,996,1260,1710,1569,1498
MMACHC,1211,145,894,723,648,916,1084,313,1115,1161,687,630
DPH2,4381,2214,1791,1632,2016,2774,3050,1770,2256,2799,2094,1561
TOE1,1655,483,1181,1087,978,1259,1267,555,1190,1201,1230,1176
NASP,38028,18274,28300,31197,27370,34814,38374,18371,35932,41310,33283,30606
MUTYH,1162,1295,1445,1312,1603,1327,1445,1279,1320,1699,1499,1359
CTNNBL1,3088,1884,1987,2119,1989,2376,2643,1568,2381,2675,2298,2303
LPIN3,497,551,576,571,824,533,674,672,744,846,751,590
ZSWIM3,200,172,350,322,316,291,258,294,211,338,332,320
RBM38,3970,2675,2550,2994,2946,2851,2947,2139,2566,3362,3036,2479
VSTM2L,0,0,1,12,0,0,0,3,0,0,0,0
OSER1,1174,2157,1176,1280,1139,1230,1226,1562,1095,1522,1320,1462
SERINC3,5755,6922,9017,9678,9803,9592,8297,7553,8137,10476,10360,10185
PPP1R3D,250,191,288,378,301,263,294,306,350,361,297,277
DMGDH,0,21,34,52,35,31,11,42,10,8,37,28
BHMT2,23,36,19,25,28,19,19,36,50,53,27,9
AP3B1,5447,7557,5677,5938,6545,7441,6374,6035,6440,8425,7576,6449
ZBED3,1,0,8,12,11,7,1,0,8,5,2,9
PATJ,5,13,10,13,13,6,12,20,5,12,20,4
KANK4,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL3,0,0,0,0,0,0,0,0,0,0,0,0
SYT4,0,0,0,0,0,0,0,0,0,0,0,4
SLC14A2,40,55,49,41,54,41,41,74,50,52,58,42
FBXO44,520,1330,574,581,654,532,570,862,443,590,506,643
CPLANE2,354,178,472,526,559,533,353,167,601,579,449,403
CASP9,2273,1249,2158,2084,2009,2665,2940,1189,2661,3168,2384,1868
NMUR2,0,4,0,0,0,0,0,0,0,0,0,0
DCTN4,6111,8830,7671,7358,8079,9099,8617,7426,9569,10391,10075,7901
PDE6A,78,133,100,96,121,95,106,151,140,173,83,88
ATP8A2,1,21,15,3,30,18,54,15,21,12,23,8
MTUS2,1,2,2,42,2,2,0,12,32,12,0,2
ZMYM5,567,802,877,903,824,885,757,810,864,1067,977,1148
USPL1,1772,772,1243,1228,1436,1731,1349,806,1770,1980,1583,1367
XPO4,3670,1874,3260,2905,3617,3830,4245,2557,3711,4388,3817,3139
TPTE2,1,5,1,6,9,0,2,2,0,2,1,0
POMP,6896,4157,4526,4995,4486,5631,5987,3535,6273,7198,5317,4821
CDK8,2457,2144,2938,4211,3628,3228,2730,2105,2562,3614,3975,3612
ALOX5AP,0,4,0,2,2,1,0,9,0,0,0,0
HMGB1P5,1548,787,1229,2026,1285,1998,1957,786,1491,1955,1332,1288
WASF3,47,69,28,20,28,27,53,34,23,29,24,48
RNF17,35,93,92,89,175,80,42,138,10,39,83,51
GPR12,0,1,3,0,1,0,4,2,0,2,0,0
CHRM3,12,89,39,73,43,29,36,102,19,22,29,22
MYH8,0,0,1,2,0,0,0,0,0,0,0,0
MYH10,14059,9671,10056,9985,10746,12739,12999,8075,13119,14677,12180,9499
PEMT,574,372,443,477,445,575,566,232,439,549,498,398
SCO1,3436,1335,2200,1864,1759,2912,3400,911,2738,3481,2530,1584
MPRIP,4058,5241,3991,4319,4497,4834,4876,4613,3955,5479,4726,4583
CHI3L1,0,2,0,2,0,0,2,1,1,0,1,0
MYBPH,0,0,1,1,0,1,0,0,0,0,0,0
PIK3C2B,432,1003,619,932,941,905,296,564,380,609,619,515
DSTYK,1293,1534,2561,2478,3128,2744,2199,2089,2119,3012,3319,2524
CHIT1,0,0,27,4,0,0,2,2,0,0,0,1
SLC41A1,2970,2302,1681,1646,1928,2036,2515,2002,2151,2658,1847,1999
LGR6,61,6,31,19,88,10,44,5,4,19,42,16
TMCC2,39,443,288,342,550,291,202,606,204,389,687,191
DCLK1,0,0,1,0,1,0,0,0,0,0,0,0
CCNA1,1,3,1,3,0,2,0,1,0,0,0,0
COG6,1046,1857,1013,953,1592,1583,1464,2518,1241,1669,1712,1381
SPART,3757,3157,3156,3315,3551,3829,4001,3640,3909,5067,3848,3180
RXFP2,0,0,0,0,0,0,0,0,0,0,0,0
EPSTI1,18,47,81,31,77,37,49,70,26,31,41,47
TRPC4,2,0,2,0,1,3,3,2,0,2,16,6
POSTN,2,4,3,17,6,6,3,8,0,17,0,11
RFXAP,660,522,1193,1128,1283,1453,1240,736,1208,1561,1357,1097
TPT1,38426,99475,58191,53311,56022,47501,46173,79083,41186,52871,61021,61040
GPALPP1,1716,1305,1711,1485,1819,1904,1780,1406,1902,2448,2150,1359
STOML3,0,0,0,0,1,0,0,0,3,0,0,0
KL,0,1,3,5,5,0,2,1,0,0,2,6
RFC3,5334,3291,5169,4054,3994,5637,6281,2674,5279,6312,4272,4039
STARD13,0,9,0,0,0,8,0,0,4,2,0,0
IRS4,0,0,0,0,0,0,0,0,0,0,0,0
MORC4,1117,1037,1714,1649,2513,1601,1124,1392,2056,2592,2996,2526
BEX2,160,2393,1383,2246,2880,848,417,2859,487,1054,2612,2082
RNF128,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D8B,1022,1061,2204,1560,2903,1940,1002,1590,2217,3046,4136,3288
TCEAL4,322,827,527,565,543,363,224,720,311,548,741,549
BEX1,1,4,1,9,6,0,2,10,0,3,0,2
FAM104A,2331,1513,1885,2251,1789,2055,2025,1487,1861,2286,2099,2004
SLC39A11,1064,931,817,1011,943,1020,919,1002,837,953,1090,919
EPHB2,4,110,10,17,9,6,11,52,7,17,9,12
SRRM1,10270,19949,7338,7595,11567,8263,9745,18100,8980,11497,12130,7963
BTBD2,1029,2798,1412,1622,2121,1690,1625,2487,1095,1637,1901,1473
PRAM1,2,7,10,15,18,8,10,10,21,11,3,7
KMT5C,1449,2490,1522,1109,1407,1543,1711,1615,1619,1625,1472,1179
ZNF414,295,189,281,153,224,352,235,193,205,339,138,221
PDE6B,4,4,11,5,11,4,5,22,3,9,18,12
HSPBP1,2995,1773,1938,1904,1922,2537,2617,1505,1930,2587,1843,1436
CSNK1G2,4698,3690,3497,3224,3592,3837,4334,2718,3240,3982,3560,2567
SLF1,1639,1011,1405,1255,1377,1912,1434,996,2148,2165,1852,1442
CNDP2,5312,4316,3787,4136,4670,4405,4534,3926,4568,5575,5580,3625
MACROD1,1108,1780,1082,768,1385,1134,1372,1369,914,1343,1176,793
WDR74,4495,1956,2402,2167,2395,3073,3226,1616,2646,3197,2348,1804
LGALS12,219,215,168,286,196,162,119,256,111,196,230,226
RTN3,11668,30962,18852,22737,26260,18266,16442,28489,15147,21225,27347,21874
PLAAT4,8,211,47,46,74,27,15,151,32,32,77,27
PLAAT2,0,0,0,0,2,0,0,0,0,0,0,0
MYH11,13,23,16,20,28,19,21,19,33,22,9,7
CEP20,5134,5539,5954,6827,6817,5721,5906,5275,5732,7209,8468,7201
MED10,2785,5274,2586,3073,3047,2673,2471,3295,2259,2897,3235,2423
PDZD2,13,12,27,35,35,18,19,22,17,17,9,22
MORC2,4232,2735,3215,3039,3351,3889,3751,3454,3460,4272,3649,3272
LARGE1,27,109,38,46,55,114,37,139,35,64,144,152
GSTT2B,0,0,0,0,0,0,0,0,0,0,0,0
MYO18B,729,6546,2356,3655,4811,1789,1389,6610,1242,2507,4765,3434
SLC2A11,114,334,272,269,312,199,178,482,148,343,405,282
C1QTNF6,29,209,293,300,402,149,109,278,127,140,382,331
GGT2,1,1,1,3,2,0,3,0,3,0,3,1
FAM83F,12,30,31,27,31,29,25,23,34,62,45,32
SEC14L4,7,25,30,22,39,30,16,32,17,27,13,43
GIMAP6,2,10,33,47,38,28,13,26,8,15,35,34
GIMAP4,0,0,2,1,0,0,0,0,0,0,0,0
ADCK2,714,1218,1435,1601,1928,1424,859,1400,1082,1532,1883,1551
MKRN1,7881,14918,8166,9189,8676,8214,8815,11161,8131,9964,9006,8571
AGAP3,6189,4104,3916,4153,4410,4477,5277,3475,4751,5485,3810,4355
KRBA1,1051,943,946,881,1058,1060,1121,742,1074,1430,820,701
ZNF767P,1251,1505,1812,1649,1970,2186,2145,2381,2024,2352,2114,1763
ACTR3B,1600,556,1067,1113,1126,1426,1520,477,1242,1805,1155,982
NTS,15,1,7,9,5,3,9,3,5,4,3,4
BTG1,2852,5257,6036,6206,6493,3773,3054,5752,2719,4565,7966,7252
LRRIQ1,3,3,1,1,3,0,1,7,4,3,0,1
C12orf29,3000,1048,1945,1450,1570,2365,2805,1002,2230,2819,2072,1881
ATP13A3,10235,13318,12033,12039,12670,11870,11898,11177,11335,13070,13065,11638
SFTPD,0,0,0,0,0,0,0,0,0,0,0,0
DYDC2,5,60,15,17,17,8,36,132,143,18,21,30
TMEM254,36,92,118,109,182,104,53,92,11,43,176,84
TMTC1,3,207,107,130,103,8,7,453,7,18,125,149
KRAS,3179,3521,3665,3507,3801,4261,4077,3035,4018,4718,4233,4077
IPO8,6153,3921,4663,4660,5007,6054,6690,3191,7035,7415,5249,4884
LARS1,21279,22769,26182,27293,32534,30740,30516,23970,29211,34123,36419,26577
SPINK5,12,75,131,64,73,20,18,60,18,32,64,208
IMPA1,2963,2783,2814,2374,2755,3489,2987,2156,3634,4136,3203,2543
LRRCC1,2207,1524,2736,2537,2845,3102,2056,2130,3367,3867,3935,3097
E2F5,745,474,799,815,920,886,887,650,886,1035,1182,884
CA1,107,49,193,125,134,100,128,64,78,106,69,84
CCDC59,3655,2520,2704,2483,2251,3472,3937,2025,3343,3969,3025,2547
SWAP70,801,1410,1154,1359,1229,1113,885,1410,1077,1275,1805,1337
ARNTL,17,119,84,206,162,102,109,138,86,176,117,152
LYVE1,88,16,47,41,50,43,51,28,7,27,34,33
AMPD3,1660,531,1449,1297,1102,2221,1699,495,1980,2345,1392,1128
SBF2,706,1594,824,1089,1152,966,967,1218,715,1211,1202,895
MICAL2,4954,5919,5762,7991,9552,5934,4177,5782,4721,7244,8337,6609
RRAS2,2456,2034,2143,2166,2380,2737,2770,1675,2622,3327,2445,2001
HSD17B4,8267,9518,6539,5901,7414,8353,8053,7957,7173,10080,9828,7147
ZFC3H1,6406,11076,7302,7370,9565,8600,7644,8562,10555,12816,11221,9150
TEX15,1959,1271,1619,1087,1544,1840,1276,1133,2331,2656,2428,2025
SARAF,6515,16779,8861,10005,10828,9472,9476,14951,9123,11711,11888,10169
RNF122,62,116,117,70,88,91,84,91,93,132,89,110
DUSP26,0,0,0,0,0,0,1,0,0,0,0,0
DPF2,4971,4582,3575,3613,3466,4140,4348,4276,3299,4737,3200,3187
MEN1,3086,882,2211,2152,2211,2534,2841,1246,2689,3231,1912,1736
ERG28,1159,2545,1134,1063,870,1700,1218,1586,1477,1787,1145,824
GSC,0,0,0,0,0,0,0,0,0,0,0,0
DGLUCY,1061,744,780,916,924,832,947,894,986,1134,931,673
UNC79,6,13,6,18,13,7,10,11,8,9,10,10
NUMB,3774,2923,3891,4082,3383,4271,3788,2971,4099,4743,4251,3951
CATSPERB,3,1,2,2,3,2,8,2,0,0,0,4
VRTN,4,1,0,3,5,3,7,1,0,0,0,0
COX16,831,849,767,742,736,812,847,699,839,1004,1008,733
TTC9,0,1,0,0,3,0,1,1,0,2,3,0
MED6,1454,1452,1283,1288,1166,1281,1708,1127,1493,1495,1125,1088
EIF2S1,13447,5083,6704,5250,5873,8648,10157,3660,9822,10677,7277,5810
ADAM20,1,2,1,3,1,3,1,1,0,0,0,0
LOXL2,18,23,46,92,66,28,61,47,49,90,45,82
ELP3,3076,2138,3461,3120,3528,4081,4262,2341,3734,4626,3517,2902
PEBP4,0,0,0,1,0,0,0,0,0,0,19,0
ADAMDEC1,0,0,0,0,0,0,0,0,0,0,0,0
MRO,13,19,23,33,36,40,27,48,32,30,44,17
MBD2,1689,1128,1467,1758,1703,1963,1690,1011,1743,2135,2742,1772
IER3IP1,2138,3449,2148,2049,2162,2635,2483,2892,2394,3016,2643,2179
MRPS36,2129,1389,1345,1165,1209,1729,1869,1206,1716,2112,1405,1222
CCNB1,14263,6870,10122,12616,9186,12587,13738,6252,12666,15114,10916,10824
CDK7,1732,190,813,794,595,892,1163,150,1494,756,1139,1081
CD180,62,124,86,103,106,86,71,141,77,95,103,155
IRAK2,344,682,305,294,382,414,487,495,441,466,393,225
CAMK1,210,263,281,237,242,230,391,305,320,409,338,280
THUMPD3,7759,4210,6296,5896,6448,7717,9029,5189,8613,10352,7936,6034
VHL,8158,12567,15036,14789,18625,13893,13023,16712,11776,15978,19861,15183
BHLHE40,9728,34403,12178,14339,11661,11856,9868,15632,9988,12110,12137,11317
ARL8B,8759,17038,12206,15457,14208,11309,10425,13761,9808,13665,16261,14238
EDEM1,2694,10477,6873,9406,11203,5904,6838,11292,5068,7641,14217,9061
CNTN6,0,0,0,0,0,0,0,0,0,0,0,0
CHL1,0,0,0,0,0,0,1,0,0,4,0,0
MEIS2,2019,778,1748,1909,1723,2281,2384,966,2378,2663,2143,1809
DPH6,930,736,949,908,954,1228,1207,702,1041,1587,1240,1203
KATNBL1,1606,2655,1782,1919,2288,2293,1973,1968,1882,2980,2621,1860
EMC7,3285,2973,2215,2591,2761,2722,3254,2480,2847,3610,3268,2893
TRPM1,1,1,1,4,4,0,0,4,0,3,0,9
GNAT2,29,2,18,37,13,29,11,1,17,4,4,2
GSTM1,0,12,0,1,2,1,0,1,1,0,0,0
PRPF38B,9235,6834,6375,6837,8088,8091,7812,5312,8457,10722,8856,7307
REG4,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN2,0,0,0,0,0,0,0,0,0,0,0,0
TSHB,0,0,0,0,0,0,0,0,0,0,0,0
GSTM5,0,40,1,21,1,1,0,3,0,0,0,0
GSTM3,175,781,272,209,281,237,208,416,158,182,119,166
SYT6,0,0,0,0,4,0,0,0,0,0,0,0
VAV3,0,0,2,5,1,5,0,0,0,2,37,0
CHIA,0,0,0,0,0,0,0,0,0,0,0,0
PSRC1,2650,2728,2596,2988,2730,3099,3118,2523,3123,3828,2800,2465
HMGCS2,0,0,0,0,0,0,0,0,0,0,26,0
PTPN22,172,318,838,1208,675,347,245,352,396,452,1120,1448
SORT1,14850,9950,15957,17580,14665,19497,19086,9522,18447,22548,19209,14919
WNT2B,7,38,27,38,48,11,19,85,11,22,34,16
PTGFRN,3103,3700,3332,3464,3540,2936,3168,3022,2773,3564,3806,3313
LAMTOR5,4737,7482,3690,4488,3843,4098,4492,5132,4479,4698,4172,3932
ADAM30,0,0,0,0,0,0,0,0,0,0,0,0
NOTCH2,402,374,79,237,72,485,87,75,857,314,32,86
TRIM45,366,311,408,295,484,589,557,380,497,612,661,312
CEPT1,3137,3728,2661,2831,2671,3238,3391,2771,3001,3997,2897,2723
CD101,8,4,10,109,40,20,1,2,2,14,242,88
VTCN1,0,0,0,0,0,0,0,0,0,0,0,0
NGF,0,0,0,0,0,0,0,0,0,0,0,0
AP4B1,1419,2370,1676,1377,1829,1828,1828,2082,1795,2140,2031,1232
NAPG,3776,3842,3053,3041,3136,3784,3527,3655,3756,3864,4218,3363
SPIRE1,1898,2502,2633,3346,3235,2090,2455,2873,1853,2862,3358,2536
PPHLN1,5009,2800,3945,4021,4090,4617,4983,2988,4880,5659,4564,4327
FKBP11,337,328,208,344,417,317,316,456,386,259,351,325
ARF3,12317,6369,8662,8331,6839,10155,10316,6497,12342,12642,9523,8001
TMEM106C,1792,4550,2061,2338,3100,2409,1868,3280,2022,3088,2756,2405
SLC38A2,22023,14195,32575,36257,33927,39635,37319,15933,36591,45404,39862,35832
PLEKHA8P1,257,117,507,561,485,440,339,309,290,503,426,614
YWHAQ,22223,12750,16780,16701,16543,21595,22211,12363,21147,26158,18248,17449
KIDINS220,7402,4729,6379,6704,6498,7925,6963,4416,8590,9597,7629,7844
GRHL1,357,1265,923,845,983,821,606,1070,801,1068,969,783
ROCK2,4228,3088,4582,3958,5256,5132,4301,3577,6349,7176,6393,5139
RSAD2,32,18,168,262,265,80,61,111,40,138,189,339
MYCN,0,0,0,0,0,0,0,0,0,0,0,0
LPIN1,2714,6204,3674,4066,3566,5286,3688,3691,4781,6982,5576,3706
CMPK2,363,530,1197,1830,1630,770,535,618,453,818,1729,1789
IAH1,35,34,33,30,34,29,16,39,27,45,43,28
LDHA,61727,20924,36699,34788,27038,55079,50816,16191,53528,60321,34410,33650
SAA2,1,11,0,1,6,6,8,5,8,13,12,2
ANO3,0,2,5,10,7,3,6,5,5,2,20,7
IL6ST,1399,2654,1758,2512,1680,1519,1946,2144,2140,2214,1941,2574
FST,8,5,8,12,0,6,21,6,0,3,0,9
CFHR4,0,3,1,0,1,2,1,1,0,0,0,0
NAV1,2058,1037,2148,3185,3939,3528,2925,1676,2331,2776,3302,2315
CDC73,4945,4181,4486,4541,3858,5854,5711,3611,6464,7309,4972,4464
TIMM17A,14398,12201,7285,7383,8535,9533,10683,8791,10535,12070,9151,6643
CRB1,0,1,5,4,9,5,2,0,0,0,6,0
CFHR5,0,0,0,4,0,0,0,0,4,0,0,0
ERN2,6,44,3,16,11,7,8,21,14,10,2,13
RPS15A,29840,57006,31410,29916,29509,29451,33458,44174,28669,35899,34795,30921
RAX,0,28,4,2,3,3,0,12,0,0,0,4
NARS1,19333,21829,23906,23562,27385,27920,29656,24351,26064,32585,30385,25045
GRP,0,0,1,1,0,0,0,3,0,0,5,0
RELCH,711,1195,969,969,1215,1174,985,1146,1264,1274,1525,1284
FBH1,5960,3439,4615,5230,4580,5481,5679,4078,5061,6378,4242,4287
RBM17,7079,4291,5467,5047,5018,6144,7056,3532,7000,7525,5782,5603
IL2RA,4,8,8,8,6,7,8,5,9,8,13,13
ANKRD16,506,186,360,365,355,437,424,214,312,481,477,322
ECHDC3,900,510,972,864,805,854,1050,644,906,964,638,535
IL15RA,356,588,442,360,411,395,548,554,403,563,482,233
CCNH,4573,3902,3302,3198,3627,4800,5260,2886,5197,5877,3645,3829
HRH4,9,34,0,2,10,6,7,8,17,14,8,13
TMEM241,1222,1454,957,646,1092,1332,1112,1406,1070,1495,996,774
KCTD1,4,1,0,1,3,5,0,3,0,0,3,5
CABLES1,17,0,13,8,18,14,30,7,0,1,0,8
DOCK2,772,3889,3041,3272,3462,1907,1106,3928,1624,3724,5350,4072
EMP1,17,4,0,18,10,7,13,0,7,33,20,8
SOX5,861,140,1019,870,1069,2215,2546,393,2910,3363,1679,900
RERG,136,221,179,190,179,149,131,329,79,147,182,231
SLCO1B1,1,0,7,6,3,0,2,8,13,11,4,12
KLRD1,48,126,109,136,100,68,61,168,109,100,181,35
KLRC1,1,3,3,0,0,1,1,2,0,0,9,0
SPX,4,475,172,287,355,67,16,729,23,126,455,382
LRP4,99,281,120,91,61,162,87,158,57,63,100,81
MYBPC3,0,5,2,6,3,0,3,7,0,1,0,6
DDB2,420,1925,871,891,943,1035,771,1721,770,1080,1188,970
ACP2,599,257,1008,822,785,866,628,465,786,893,897,868
USP26,0,6,60,7,14,10,77,12,22,14,11,43
RTL8C,1760,2563,1553,1519,1787,1773,1652,2141,1636,2164,1734,1161
RAB33A,0,6,3,4,5,0,1,9,0,1,8,10
SOX3,0,0,0,0,0,0,0,0,0,0,0,0
RBMX2,1767,3581,2202,2264,2340,2201,2227,2573,2107,2556,2563,2365
STK26,7791,6328,8144,8270,9485,8890,9214,6553,8646,11153,12919,9995
FOLH1B,0,0,0,0,1,0,0,0,0,0,0,0
PIWIL4,1102,241,915,734,746,953,777,320,685,663,597,626
MTNR1B,0,2,0,0,0,0,0,0,0,0,0,0
PUM1,9344,7404,8310,8576,7216,8543,10504,6993,8065,9538,8645,7016
SPOCD1,24,112,50,121,113,34,22,155,22,155,60,201
YARS1,25539,50392,35445,36828,47390,41429,40683,47923,37211,49828,51502,37129
PHC2,3451,3151,3880,4661,4041,3792,3595,3037,3079,4415,3826,3787
CDCA8,6857,4715,6593,7681,6680,8309,7978,4344,7521,8891,7636,6924
GNL2,13179,14094,8630,8242,9245,10202,11020,12353,10186,12270,9759,8368
AGO4,1516,1618,3084,3502,3856,3151,1786,3379,3344,3335,4696,3882
HOOK1,2,0,1,3,1,0,1,0,0,0,0,0
CYP2J2,0,0,0,0,0,0,0,4,0,0,0,0
BTF3L4,4514,5658,6421,6892,7473,6720,6920,6105,6190,7697,7940,6651
TUT4,4499,6301,4771,5173,5674,5256,4498,5545,5627,6686,5659,5492
PRPF38A,10349,6688,6352,6378,6085,8981,7940,4693,7901,9635,7449,7295
DSC2,1763,1634,2666,2854,2751,2531,1983,1913,2210,2970,3483,3024
DSG3,93,70,122,163,179,148,141,129,152,111,127,130
RNF138,8379,4004,7841,6701,6225,9444,8784,3790,7971,9355,8323,8580
ELP2,7733,11953,6635,6962,7997,8042,9000,9192,8089,10012,8647,7089
DSG1,10,12,90,44,42,66,32,29,70,61,152,54
DSC3,94,95,303,404,601,467,136,92,586,548,622,293
DSC1,11,40,56,85,106,58,11,65,27,42,79,69
DTNA,27,60,28,67,10,35,33,29,38,73,97,21
FHOD3,0,3,0,1,1,4,6,3,0,0,2,12
TPGS2,9276,7225,7941,7455,7808,8191,9616,5701,8644,10211,8359,6411
DAGLA,18,19,34,28,28,21,27,34,10,20,19,9
SLC43A3,15835,3749,11681,11935,12620,11238,11361,4788,9305,12239,11843,10617
TIMM10,2778,733,1246,1311,1210,1914,1896,653,2030,1996,1511,1281
CBLIF,7,11,14,4,5,3,8,8,5,1,12,8
DHX34,2603,1103,2014,1902,1926,1897,1899,1227,1609,2167,1796,1812
APLNR,285,14,108,103,147,397,182,23,419,362,79,35
FADS2,2148,1509,2382,2667,3116,3275,2419,1531,2433,2531,2468,1403
TMEM258,2020,4448,1712,1952,2354,1933,1851,3232,1796,2243,2342,2049
TCN1,93,2482,2691,2172,604,122,263,2099,88,179,1075,3051
C5AR2,97,187,124,108,134,140,121,106,190,167,147,128
TMEM165,4321,4660,3570,3442,3293,4314,4570,4029,3870,5120,4207,3777
CLOCK,2500,2224,2194,1659,2267,2104,2474,2140,2654,2464,2573,2191
PDGFRA,0,0,0,6,0,6,0,3,0,0,0,0
GGACT,117,151,291,290,384,290,184,99,117,451,392,222
COL4A2,193,121,336,131,213,161,262,184,445,372,358,271
CLDN10,0,0,1,1,1,3,0,1,0,1,1,0
DZIP1,2,43,11,5,2,3,2,15,0,7,0,7
UBAC2,3013,2903,2892,3049,2913,3306,3337,2843,2996,3938,3366,3002
ARGLU1,4582,10086,5348,4743,7473,6016,4915,8135,5631,6758,6782,5047
BIVM,1904,1353,2116,2226,2689,3094,2701,1737,2580,4077,3577,2256
ERCC5,1937,2286,2231,2624,2476,2213,2215,2698,2753,3257,3059,2386
TPP2,7158,4757,6284,6587,6940,8234,8264,4371,8717,10226,8871,7495
POGLUT2,921,1468,813,638,847,934,973,1029,795,1176,1037,790
CARS2,1509,742,1278,1392,1297,1324,1445,894,1249,1478,1491,1397
ARHGAP32,1,0,0,6,0,0,1,0,2,0,2,0
STT3A,15507,23700,11263,16262,14546,12308,11254,30025,14166,28104,44546,25007
ADAMTS8,0,0,0,0,0,0,0,0,0,0,0,0
ACRV1,0,0,0,0,0,3,0,0,0,0,0,0
ETS1,75,662,676,1036,1305,391,154,947,150,390,1007,940
SLC37A2,118,336,222,315,298,188,172,412,186,247,337,236
KLB,8,27,13,19,20,14,12,24,23,27,18,38
TMED7,5371,11861,5227,5601,6810,6132,5878,8290,5743,7657,7790,6178
APC,3340,2942,2154,1819,2238,3425,1911,1470,3974,4168,2580,2624
NREP,119,29,123,143,96,125,135,68,93,162,173,146
